Clave	Nombre	1990	Homicidio	Operaciones legales y de guerra	1991	Homicidio2	Operaciones legales y de guerra 2	1992	Homicidio3	Operaciones legales y de guerra 3	1993	Homicidio4	Operaciones legales y de guerra 4	1994	Homicidio5	Operaciones legales y de guerra 5	1995	Homicidio6	Operaciones legales y de guerra 6	1996	Homicidio7	Operaciones legales y de guerra 7	1997	Homicidio8	Operaciones legales y de guerra 8	1998	Homicidio9	Operaciones legales y de guerra 9	1999	Homicidio10	Operaciones legales y de guerra 10	2000	Homicidio11	Operaciones legales y de guerra 11	2001	Homicidio12	Operaciones legales y de guerra 12	2002	Homicidio13	Operaciones legales y de guerra 13	2003	Homicidio14	Operaciones legales y de guerra 14	2004	Homicidio15	Operaciones legales y de guerra 15	2005	Homicidio16	Operaciones legales y de guerra 16	2006	Homicidio17	Operaciones legales y de guerra 17	2007	Homicidio18	Operaciones legales y de guerra 18	Criminal Rivalry Deaths	2008	Homicidio19	Operaciones legales y de guerra 19	Criminal Rivalry Deaths 2	2009	Homicidio20	Operaciones legales y de guerra 20	Criminal Rivalry Deaths 3	2010	Homicidio21	Criminal Rivalry Deaths 4
21146	Santa Catarina Tlaltempan	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21147	Santa InÌös Ahuatempan	2	0	0	8	0	0	8	1	0	2	0	0	2	0	0	6	4	0	3	2	0	2	1	0	1	1	0	2	0	0	1	0	0	3	1	0	6	3	0	1	1	0	3	0	0	5	0	0	4	0	0	3	0	0	0	4	1	0	0	5	1	1	0	2	0	0
21148	Santa Isabel Cholula	5	2	0	7	0	0	3	0	0	6	1	0	3	1	0	6	3	0	6	0	0	5	2	0	11	0	0	4	1	0	4	0	0	6	0	0	3	0	0	4	2	0	5	1	0	5	1	0	9	0	0	6	0	0	0	10	2	0	0	6	0	0	0	9	0	0
21149	Santiago Miahuatlåán	6	0	0	27	0	0	4	1	0	7	0	0	3	2	0	9	4	0	5	2	0	3	0	0	8	1	0	3	0	0	4	0	0	3	1	0	3	0	0	3	0	0	10	1	0	9	3	0	5	1	0	9	3	0	0	1	0	0	0	4	1	0	0	7	0	0
21150	Huehuetlåán el Grande	5	1	0	5	1	0	9	1	0	4	0	0	3	0	0	2	0	0	0	0	0	3	0	0	3	2	0	2	0	0	1	1	0	3	1	0	2	1	0	4	1	0	2	0	0	1	0	0	4	2	0	3	1	0	0	2	0	0	0	4	1	0	0	3	0	0
21151	Santo Tomåás Hueyotlipan	5	1	0	1	0	0	13	3	0	0	0	0	1	0	0	2	0	0	2	0	0	8	1	0	4	0	0	0	0	0	1	0	0	1	0	0	6	0	0	3	0	0	4	0	0	5	0	0	8	3	0	4	1	0	0	3	0	0	0	8	0	0	0	16	0	0
21152	Soltepec	7	1	0	2	0	0	6	2	0	2	0	0	7	3	0	4	0	0	0	0	0	6	0	0	6	1	0	10	3	0	7	0	0	4	0	0	3	1	0	5	2	0	5	1	0	7	2	0	11	0	0	2	0	0	0	4	1	0	0	5	0	0	0	6	0	0
21153	Tecali de Herrera	13	0	0	15	3	0	12	2	0	9	3	0	7	2	0	8	2	0	15	0	0	13	2	0	8	0	0	6	3	0	4	1	0	16	1	0	13	1	0	10	3	0	10	0	0	14	0	0	8	0	0	6	0	0	0	11	2	0	0	8	1	0	0	7	0	0
21154	Tecamachalco	41	10	0	40	5	0	53	11	0	45	12	0	28	4	0	35	5	0	38	4	0	33	2	0	33	8	0	73	5	0	47	5	0	18	4	0	32	3	0	23	0	0	31	3	0	37	5	0	36	4	0	23	0	0	0	41	3	0	0	39	1	1	0	25	1	0
21155	Tecomatlåán	3	0	0	2	1	0	4	1	0	3	0	0	8	5	0	2	2	0	5	3	0	5	1	0	8	2	0	0	0	0	4	2	0	8	1	0	6	2	0	4	1	0	6	1	0	5	2	0	5	0	0	5	2	0	0	2	2	0	0	4	0	0	0	2	2	0
21156	Tehuacåán	115	15	0	120	7	0	108	22	0	109	24	0	140	36	0	113	38	0	144	39	0	115	18	0	136	34	0	114	20	0	130	21	0	118	26	0	115	19	0	99	10	0	109	21	0	122	13	1	114	19	1	100	20	1	0	108	16	0	0	127	17	0	0	121	24	0
21157	Tehuitzingo	11	3	0	10	1	0	13	6	0	9	3	0	9	3	0	4	2	0	7	1	0	14	5	0	5	0	0	11	1	0	9	7	0	12	9	0	10	2	0	11	3	0	6	2	0	5	1	0	6	0	0	8	3	0	0	4	0	0	0	13	2	0	0	7	2	0
21158	Tenampulco	2	1	0	4	2	0	3	1	0	7	2	0	3	3	0	0	0	0	2	0	0	3	0	0	8	4	0	1	1	0	0	0	0	3	0	0	1	0	0	4	0	0	6	3	0	3	0	0	3	0	0	0	0	0	0	4	0	0	0	1	0	0	0	4	0	0
21159	Teopantlåán	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	5	4	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
21160	Teotlalco	2	0	0	1	0	0	1	0	0	4	1	0	0	0	0	2	0	0	3	2	0	0	0	0	2	1	0	2	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
21161	Tepanco de LÌ_pez	4	0	0	10	0	0	10	0	0	2	0	0	9	0	0	2	0	0	7	0	0	7	1	0	6	3	0	5	0	0	8	0	0	5	0	0	6	1	0	6	1	0	9	0	0	9	1	0	5	0	0	11	2	0	0	7	2	0	0	5	1	0	0	9	2	0
21162	Tepango de RodrÌÎguez	3	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	1	0
21163	Tepatlaxco de Hidalgo	7	0	0	2	0	0	6	2	0	2	0	0	1	1	0	5	2	0	3	0	0	5	0	0	5	0	0	4	0	0	3	0	0	8	2	0	5	0	0	9	2	0	5	0	0	3	1	0	5	0	0	2	0	0	0	5	0	0	0	4	2	0	0	4	1	0
21164	Tepeaca	35	3	0	26	1	0	31	0	0	34	4	0	34	1	0	23	1	0	33	4	0	28	3	0	29	3	0	29	3	0	31	2	0	37	5	0	37	0	0	33	5	0	27	3	0	42	2	0	26	2	0	25	1	0	0	28	2	0	0	29	5	0	0	23	3	0
21165	Tepemaxalco	1	0	0	0	0	0	2	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
21166	Tepeojuma	5	1	0	4	0	0	4	1	0	4	1	0	3	2	0	4	1	0	0	0	0	7	1	0	5	1	0	7	2	0	4	1	0	5	1	0	5	0	0	5	1	0	2	0	0	3	0	0	7	3	0	5	2	0	0	7	2	0	0	1	0	0	0	3	0	0
21167	Tepetzintla	4	2	0	3	0	0	1	1	0	4	0	0	3	2	0	5	1	0	3	0	0	6	0	0	6	0	0	9	1	0	7	0	0	8	1	0	11	1	0	5	1	0	7	1	0	4	0	0	1	0	0	12	2	0	0	6	1	0	0	5	1	0	0	3	0	0
21168	Tepexco	2	0	0	3	1	0	2	0	0	5	2	0	5	0	0	3	0	0	1	0	0	1	0	0	3	1	0	3	1	0	0	0	0	1	0	0	4	1	0	3	1	0	2	0	0	3	1	0	2	2	0	1	0	0	0	1	1	0	0	5	1	0	0	4	1	0
21169	Tepexi de RodrÌÎguez	13	1	0	16	2	0	35	9	0	16	7	0	14	1	0	20	3	0	17	4	0	20	5	0	11	0	0	14	2	0	12	0	0	9	1	0	19	5	0	17	4	0	20	3	0	8	3	0	12	2	0	12	0	0	0	14	1	0	0	22	0	0	0	9	0	0
21170	Tepeyahualco	4	0	0	4	1	0	4	0	0	6	1	0	4	2	0	10	0	0	3	0	0	3	0	0	4	0	0	7	0	0	4	0	0	2	1	0	5	0	0	8	0	0	6	3	0	9	1	0	4	0	0	4	0	0	0	2	0	0	0	13	0	0	0	9	0	0
21171	Tepeyahualco de CuauhtÌömoc	1	0	0	2	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	1	0	1	0	0	2	1	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
21172	Tetela de Ocampo	9	1	0	15	2	0	10	2	0	15	4	0	11	0	0	19	1	0	10	0	0	12	1	0	14	1	0	40	2	0	11	1	0	17	2	0	12	2	0	21	0	0	15	1	0	21	1	0	9	2	0	13	1	0	0	12	1	0	0	15	2	0	0	10	2	0
21173	Teteles de Avila Castillo	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	0	3	1	0	3	0	0	3	0	0	3	0	0	1	0	0	2	0	0	5	0	0	2	0	0	4	1	0	2	0	0	2	1	0	3	1	0	0	2	0	0	0	4	0	0	0	1	0	0
21174	Teziutlåán	36	8	0	33	4	0	33	6	0	34	12	0	33	6	0	44	8	0	33	4	0	34	7	0	47	9	0	129	7	0	53	14	0	32	3	0	34	7	0	32	7	0	34	3	0	38	3	0	28	1	1	30	6	1	0	33	6	0	0	28	4	0	0	34	6	0
21175	Tianguismanalco	1	0	0	1	0	0	1	0	0	2	0	0	1	0	0	3	1	0	1	0	0	4	0	0	3	0	0	6	1	0	4	0	0	6	1	0	3	0	0	1	0	0	3	2	0	6	3	0	3	1	0	3	0	0	0	6	2	0	0	1	0	0	0	4	1	0
21176	Tilapa	2	1	0	1	1	0	1	0	0	1	0	0	5	0	0	2	0	0	3	1	0	8	2	0	8	5	0	6	3	0	3	1	0	1	0	0	2	1	0	5	2	0	1	0	0	6	1	0	4	1	0	4	0	0	0	5	0	0	0	2	1	0	0	5	1	0
21177	Tlacotepec de Benito Juåárez	15	3	0	17	3	0	17	8	0	16	2	0	24	7	0	7	3	0	13	3	0	14	0	0	23	1	0	24	4	0	16	4	0	20	2	0	20	1	0	20	2	0	27	2	0	14	0	0	26	1	0	14	3	0	0	17	1	0	0	12	1	0	0	20	2	0
21178	Tlacuilotepec	4	2	0	3	0	0	9	2	0	10	1	0	9	2	0	8	3	0	13	4	0	11	2	0	12	7	0	10	4	0	9	2	0	6	4	0	11	3	0	8	1	0	4	1	0	8	0	0	3	1	0	9	0	0	0	6	2	0	0	11	2	0	0	10	2	0
21179	Tlachichuca	10	2	0	5	1	0	8	0	0	10	3	0	7	0	0	6	1	0	6	0	0	5	1	0	5	2	0	9	0	0	4	0	0	10	0	0	8	1	0	11	1	0	9	1	0	16	1	0	7	2	0	7	0	0	0	10	2	0	0	10	0	0	0	11	4	0
21180	Tlahuapan	6	1	0	12	4	0	3	1	0	12	1	0	14	2	0	9	0	0	11	0	0	11	0	0	20	5	0	12	1	0	10	1	0	11	5	0	13	1	0	13	1	0	9	0	0	9	0	0	18	0	0	16	0	0	0	10	0	0	0	9	0	1	0	16	2	0
21181	Tlaltenango	4	1	0	3	0	0	1	0	0	1	0	0	3	0	0	4	1	0	7	0	0	1	0	0	3	0	0	3	1	0	0	0	0	1	0	0	6	1	0	5	0	0	5	2	0	4	1	0	2	1	0	3	0	0	0	0	0	0	0	3	1	0	0	1	0	0
21182	Tlanepantla	1	0	0	0	0	0	1	0	0	3	2	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	2	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	2	0	0	0	2	0	0
21183	Tlaola	7	3	0	10	2	0	4	1	0	9	5	0	11	4	0	5	4	0	5	3	0	7	3	0	7	4	0	11	2	0	8	1	0	7	2	0	12	4	0	22	1	0	9	1	0	8	0	0	14	6	0	13	2	1	0	16	2	0	0	18	4	0	0	20	3	0
21184	Tlapacoya	5	3	0	2	1	0	7	4	0	2	2	0	2	1	0	5	4	0	8	5	0	12	7	0	5	3	0	6	4	0	5	1	0	5	4	0	1	0	0	5	3	0	3	0	0	3	1	0	0	0	0	3	0	0	0	6	4	0	0	3	0	0	0	0	0	0
21185	Tlapanalåá	4	0	0	3	1	0	1	1	0	9	0	0	0	0	0	1	0	0	4	0	0	3	0	0	3	0	0	5	3	0	2	1	0	3	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	4	0	0	0	4	1	0	0	2	0	0	0	1	0	0
21186	Tlatlauquitepec	16	1	0	22	2	0	18	0	0	20	2	0	26	6	0	19	5	0	24	3	0	21	1	0	13	2	0	34	3	0	23	3	0	20	3	0	20	0	0	26	1	0	22	1	0	22	2	0	19	1	0	19	2	0	0	36	1	1	0	28	2	0	0	21	1	0
21187	Tlaxco	5	0	0	2	0	0	4	2	0	2	0	0	3	2	0	1	1	0	3	0	0	2	0	0	4	0	0	4	2	0	0	0	0	4	1	0	5	0	0	0	0	0	3	2	0	1	0	0	2	1	0	1	0	0	0	2	0	0	0	3	1	0	0	5	0	0
21188	Tochimilco	5	2	0	16	1	0	8	6	0	13	9	0	6	3	0	4	1	0	3	2	0	7	1	0	17	5	0	5	2	0	4	1	0	4	2	0	10	2	0	9	4	0	8	4	0	5	0	0	5	2	0	4	0	0	0	5	2	0	0	6	1	1	0	6	1	0
21189	Tochtepec	5	0	0	6	0	0	5	1	0	2	1	0	8	2	0	7	0	0	4	0	0	6	2	0	11	2	0	6	1	0	8	0	0	3	1	0	10	0	0	11	0	0	7	0	0	9	1	0	6	0	0	9	0	0	0	9	2	0	0	6	0	0	0	8	1	0
21190	Totoltepec de Guerrero	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0
21191	Tulcingo	12	4	0	8	2	0	8	3	0	13	5	0	13	4	0	10	0	0	15	2	0	4	2	0	5	2	0	7	3	0	1	0	0	2	0	0	4	0	0	13	3	0	7	0	0	4	0	1	6	3	0	9	1	0	0	8	0	0	0	6	2	0	0	8	1	0
21192	Tuzamapan de Galeana	1	1	0	4	1	0	3	1	0	3	2	0	2	1	0	2	1	0	2	0	0	3	0	0	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	3	2	0	2	0	0	5	2	0	3	0	0	1	0	0	0	5	1	0	0	1	0	0	0	3	2	0
21193	Tzicatlacoyan	1	0	0	8	0	0	4	1	0	5	3	0	1	0	0	1	0	0	5	4	0	2	0	0	1	0	0	3	0	0	2	1	0	0	0	0	0	0	0	3	1	0	3	0	0	2	0	0	4	2	0	3	1	0	0	2	0	0	0	5	0	0	0	3	1	0
21194	Venustiano Carranza	16	3	0	14	3	0	15	4	0	9	2	0	7	3	0	11	6	0	15	7	0	24	13	0	12	4	0	20	4	0	16	1	0	16	4	0	9	4	0	10	3	0	12	5	0	15	5	0	12	2	0	5	2	0	0	26	7	0	0	26	10	0	0	24	12	0
21195	Vicente Guerrero	13	2	0	5	1	0	10	2	0	11	4	0	9	4	0	6	2	0	15	9	0	8	1	0	6	2	0	10	5	0	14	3	0	9	3	0	12	2	0	14	2	0	11	2	0	5	0	0	8	3	0	8	0	0	0	7	0	0	0	16	0	0	0	11	1	0
21196	Xayacatlåán de Bravo	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	1	1	0	0	0	0	2	0	0	1	0	0	1	0	0	3	1	0	3	0	0	1	0	0	3	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	1	0	0
21197	Xicotepec	35	8	0	48	6	0	32	13	0	37	12	0	48	10	0	48	14	0	51	23	0	50	20	0	53	18	0	52	12	0	37	14	0	38	14	0	30	6	0	38	9	0	39	8	0	42	11	0	42	11	0	42	5	1	0	53	12	0	0	33	7	1	0	46	13	0
21198	Xicotlåán	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21199	Xiutetelco	10	1	0	6	2	0	9	3	0	0	0	0	10	0	0	6	0	0	6	2	0	8	0	0	8	0	0	6	1	0	10	0	0	17	4	0	21	4	0	14	1	0	22	4	0	14	2	0	11	0	0	16	1	0	0	21	3	0	0	17	3	0	0	21	1	0
21200	Xochiapulco	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	1	0	2	0	0	4	0	0	4	0	0	3	0	0	1	0	0	0	0	0	1	0	0	4	0	0	2	1	0	1	0	0	0	2	0	0	0	5	0	0	0	2	0	0
21201	Xochiltepec	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	5	2	0	1	1	0	0	0	0	2	2	0	4	1	0	1	0	0	3	2	0	2	1	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	3	2	1	0	5	3	0
21202	Xochitlåán de Vicente Suåárez	4	2	0	6	0	0	8	3	0	4	1	0	7	0	0	5	1	0	5	1	0	4	1	0	16	6	0	6	2	0	10	0	0	10	2	0	6	1	0	5	1	0	11	4	0	15	2	1	10	0	0	6	1	0	0	11	3	0	0	4	1	0	0	5	1	0
21203	Xochitlåán Todos Santos	2	2	0	2	1	0	0	0	0	2	1	0	2	0	0	1	1	0	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	2	0	0	3	0	0	6	0	0	5	0	0	4	0	0	3	0	0	4	0	0	0	3	0	0	0	0	0	0	0	1	0	0
21204	Yaonåáhuac	0	0	0	1	0	0	0	0	0	4	1	0	1	0	0	2	1	0	2	0	0	0	0	0	2	0	0	1	0	0	3	1	0	2	0	0	5	1	0	1	0	0	0	0	0	3	1	0	4	1	0	1	0	0	0	4	0	0	0	1	0	0	0	5	1	0
21205	Yehualtepec	6	3	0	3	1	0	7	2	0	7	0	0	13	0	0	5	1	0	10	1	0	11	0	0	13	1	0	9	4	0	9	0	0	5	1	0	6	1	0	9	0	0	16	1	0	8	0	0	18	3	1	7	0	0	0	12	3	0	0	12	0	0	0	15	0	0
21206	Zacapala	3	0	0	1	0	0	2	0	0	2	1	0	5	1	0	1	1	0	3	0	0	2	0	0	4	1	0	2	0	0	3	0	0	1	0	0	3	1	0	1	0	0	1	1	0	1	0	0	2	0	0	2	0	0	0	1	0	0	0	6	2	0	0	5	1	0
21207	Zacapoaxtla	11	1	0	15	2	0	24	5	0	17	3	0	22	2	0	13	3	0	15	1	0	14	1	0	24	2	0	44	4	0	20	2	0	33	2	0	27	4	0	16	1	0	36	4	0	32	4	0	31	4	0	30	2	0	0	26	1	0	0	32	3	0	0	24	3	0
21208	Zacatlåán	54	20	0	43	14	0	53	18	0	48	14	0	47	12	0	46	11	0	43	8	0	40	7	0	51	12	0	60	10	0	55	8	0	46	5	0	52	12	0	55	5	0	42	11	0	55	9	0	47	10	0	37	3	0	0	43	4	0	0	47	9	1	0	46	6	0
21209	Zapotitlåán	6	0	0	5	0	0	2	0	0	2	0	0	4	1	0	3	1	0	2	0	0	3	0	0	3	1	0	7	0	0	4	0	0	4	0	0	4	0	0	2	0	0	5	0	0	2	0	0	1	0	0	4	0	0	0	1	0	0	0	5	0	0	0	2	0	0
21210	Zapotitlåán de MÌöndez	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	1	0	0	4	1	0	3	0	0	4	0	0	1	0	0	2	1	0	5	1	0	3	1	0	4	1	0	5	0	0	2	0	0	1	0	0	0	2	1	0	0	3	0	0	0	5	1	0
21211	Zaragoza	6	0	0	6	0	0	6	0	0	7	1	0	7	0	0	3	0	0	4	0	0	5	0	0	15	2	0	8	0	0	5	1	0	8	0	0	3	0	0	17	0	0	8	0	0	7	0	0	10	0	0	4	0	0	0	7	1	0	0	4	0	0	0	7	2	0
21212	Zautla	8	1	0	11	1	0	6	0	0	11	0	0	12	1	0	7	1	0	6	1	0	3	1	0	8	0	0	21	0	0	10	0	0	8	0	0	7	1	0	13	1	0	9	0	0	6	0	0	11	0	0	10	1	0	0	15	1	1	0	5	1	0	0	6	0	0
21213	Zihuateutla	3	2	0	5	1	0	7	4	0	5	2	0	17	4	0	4	1	0	11	3	0	13	8	0	10	2	0	19	9	0	10	3	0	10	1	0	8	1	0	12	3	0	8	1	0	7	2	0	6	1	0	4	2	0	0	6	0	0	0	3	2	0	0	6	2	0
21214	Zinacatepec	3	0	0	4	0	0	2	0	0	6	2	0	5	0	0	4	1	0	3	1	0	2	2	0	5	1	0	4	2	0	5	1	0	12	1	0	9	0	0	6	0	0	7	1	0	6	0	0	6	1	0	5	2	0	0	4	1	0	0	4	0	0	0	3	0	0
21215	Zongozotla	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
21216	Zoquiapan	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	0	1	0	0	2	1	0	3	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	5	1	0	0	2	0	0
21217	Zoquitlåán	13	2	0	4	0	0	1	0	0	12	2	0	6	2	0	5	1	0	7	1	0	5	2	0	14	2	0	12	5	0	11	2	0	6	2	0	11	6	0	12	3	0	14	2	0	12	2	0	9	3	0	9	0	0	0	9	1	0	0	12	4	0	0	7	3	0
22001	Amealco de Bonfil	42	5	0	42	5	0	38	1	0	30	3	0	51	9	0	48	5	0	36	10	0	42	5	0	35	7	0	51	7	0	51	5	0	43	2	0	51	1	0	47	3	0	57	2	0	46	4	0	40	1	0	32	2	0	0	32	0	0	0	38	3	0	0	44	3	0
22002	Pinal de Amoles	22	4	0	19	7	0	23	4	0	16	3	0	18	4	0	24	2	0	31	5	0	17	6	0	25	5	0	28	2	0	31	1	0	23	5	0	34	4	0	13	4	0	25	1	0	19	3	0	24	5	0	18	5	0	0	20	2	0	0	20	2	0	0	10	0	0
22003	Arroyo Seco	13	5	0	8	0	0	2	0	0	9	4	0	4	2	0	5	0	0	4	1	0	10	2	0	6	0	0	8	2	0	13	1	0	10	2	0	5	0	0	7	1	0	6	0	0	5	0	0	9	0	0	8	0	0	0	9	0	0	0	11	1	0	0	8	0	0
22004	Cadereyta de Montes	22	3	0	26	4	0	27	3	0	34	5	0	51	5	0	37	3	0	32	3	0	31	2	0	39	3	0	33	4	0	20	0	0	47	9	0	37	1	0	19	1	0	30	2	0	38	4	1	36	3	0	39	1	0	0	29	3	0	0	40	4	0	0	39	4	0
22005	ColÌ_n	22	3	0	22	1	0	33	7	0	23	2	0	29	2	0	21	3	0	20	3	0	25	2	0	28	2	0	24	4	0	22	3	0	35	6	0	29	4	0	23	4	0	33	3	0	25	3	0	31	0	0	31	3	0	0	29	5	0	0	23	4	0	0	28	2	0
22006	Corregidora	29	6	0	28	2	0	32	5	0	27	6	0	17	1	0	21	0	0	18	3	0	30	2	0	30	3	0	25	3	0	23	4	0	34	2	0	39	5	0	39	3	0	41	2	0	32	5	0	39	2	0	40	4	1	0	33	8	0	0	42	5	0	0	38	3	0
22007	Ezequiel Montes	11	2	0	18	0	0	22	1	0	5	0	0	6	1	0	7	1	0	21	7	0	8	2	0	12	2	0	9	0	0	12	1	0	17	3	0	21	3	0	16	2	0	13	1	0	14	0	0	19	4	0	16	1	0	0	11	0	0	0	19	1	0	0	11	1	0
22008	Huimilpan	17	0	0	9	1	0	11	1	0	18	4	0	14	2	0	15	2	0	8	3	0	21	3	0	21	5	0	12	0	0	15	1	0	22	3	0	12	1	0	16	1	0	12	3	0	17	1	0	16	1	0	16	0	0	0	22	1	0	0	19	1	0	0	13	1	0
22009	Jalpan de Serra	17	2	0	10	0	0	15	0	0	8	1	0	12	2	0	14	4	0	19	2	0	14	2	0	9	1	0	11	0	0	16	4	0	13	0	0	14	2	0	10	1	0	9	1	0	11	1	0	6	0	0	20	2	0	0	18	1	0	0	12	2	0	0	19	2	0
22010	Landa de Matamoros	12	6	0	8	5	0	11	2	0	16	2	0	10	6	0	14	8	0	10	2	0	14	3	0	13	3	0	14	10	0	23	7	0	14	3	0	10	2	0	11	3	0	12	0	0	18	2	0	9	1	0	10	2	0	0	17	3	0	0	13	3	1	0	10	0	0
22011	El MarquÌös	18	1	0	26	4	0	32	1	0	27	4	0	32	6	0	38	5	0	27	1	0	42	7	0	52	2	0	38	4	0	51	7	0	52	9	0	36	3	0	39	2	0	40	2	0	39	4	0	50	2	0	47	3	0	0	48	2	0	0	45	3	0	0	60	3	0
22012	Pedro Escobedo	26	5	0	32	2	0	34	5	0	22	2	0	34	3	0	29	2	0	32	7	0	32	5	0	38	2	0	23	3	0	26	2	0	28	0	0	29	3	0	19	2	0	43	6	0	24	1	0	37	2	0	22	1	0	0	36	6	0	0	33	3	1	0	37	3	0
22013	PeÌÕamiller	12	5	0	9	0	0	7	1	0	6	1	0	16	0	0	6	0	0	10	1	0	11	0	0	5	0	0	12	1	0	16	4	0	8	3	0	3	0	0	4	0	0	17	0	0	15	0	0	8	1	0	14	0	0	0	15	1	0	0	9	0	0	0	9	1	0
22014	QuerÌötaro	293	28	0	311	38	0	293	34	0	296	37	0	280	45	0	306	38	0	260	37	0	266	31	0	299	35	0	301	36	0	289	46	0	343	42	0	268	32	0	327	31	0	329	33	0	315	34	0	284	27	0	323	20	0	0	301	30	0	0	296	34	0	0	347	38	0
22015	San JoaquÌÎn	10	1	0	6	2	0	5	0	0	3	1	0	9	0	0	5	0	0	4	1	0	5	1	0	7	0	0	3	0	0	10	0	0	4	0	0	10	0	0	2	0	0	5	0	0	6	1	0	5	0	0	2	0	0	0	5	2	0	0	4	1	0	0	3	1	0
22016	San Juan del RÌÎo	86	12	0	96	6	0	82	13	0	79	5	0	80	7	0	106	4	0	64	18	0	90	19	0	107	12	0	97	17	0	98	12	0	95	11	0	107	5	0	83	8	0	100	8	0	103	8	0	84	11	0	88	8	0	0	98	8	0	0	99	14	0	0	109	14	0
22017	Tequisquiapan	20	2	0	23	2	0	18	0	0	18	5	0	22	3	0	21	3	0	17	5	0	13	2	0	20	3	0	20	3	0	32	3	0	23	2	0	16	1	0	25	3	0	25	2	0	23	0	0	27	2	0	17	1	0	0	22	0	0	0	27	1	0	0	29	0	0
22018	Tolimåán	13	1	0	13	0	0	27	1	0	13	1	0	7	1	0	15	3	0	10	0	0	8	2	0	10	0	0	12	1	0	6	0	0	17	1	0	13	1	0	19	3	0	15	2	0	15	1	0	14	0	0	20	1	0	0	13	0	0	0	13	1	0	0	20	0	0
23001	Cozumel	35	3	0	40	1	0	40	1	0	37	5	0	15	1	0	18	3	0	26	4	0	21	2	0	18	3	0	34	10	0	35	2	0	30	2	0	30	1	0	31	2	0	41	4	0	42	2	0	33	1	0	31	2	0	0	35	4	0	0	34	5	0	0	36	6	0
23002	Felipe Carrillo Puerto	21	3	0	23	2	0	16	3	0	16	2	0	20	6	0	20	1	0	20	3	0	19	1	0	24	3	0	26	5	0	20	1	0	27	4	0	27	2	0	28	3	0	32	7	0	19	0	0	42	4	0	36	1	0	0	42	4	0	0	47	2	0	0	39	1	0
