Clave	Nombre	1990	Homicidio	Operaciones legales y de guerra	1991	Homicidio2	Operaciones legales y de guerra 2	1992	Homicidio3	Operaciones legales y de guerra 3	1993	Homicidio4	Operaciones legales y de guerra 4	1994	Homicidio5	Operaciones legales y de guerra 5	1995	Homicidio6	Operaciones legales y de guerra 6	1996	Homicidio7	Operaciones legales y de guerra 7	1997	Homicidio8	Operaciones legales y de guerra 8	1998	Homicidio9	Operaciones legales y de guerra 9	1999	Homicidio10	Operaciones legales y de guerra 10	2000	Homicidio11	Operaciones legales y de guerra 11	2001	Homicidio12	Operaciones legales y de guerra 12	2002	Homicidio13	Operaciones legales y de guerra 13	2003	Homicidio14	Operaciones legales y de guerra 14	2004	Homicidio15	Operaciones legales y de guerra 15	2005	Homicidio16	Operaciones legales y de guerra 16	2006	Homicidio17	Operaciones legales y de guerra 17	2007	Homicidio18	Operaciones legales y de guerra 18	Criminal Rivalry Deaths	2008	Homicidio19	Operaciones legales y de guerra 19	Criminal Rivalry Deaths 2	2009	Homicidio20	Operaciones legales y de guerra 20	Criminal Rivalry Deaths 3	2010	Homicidio21	Criminal Rivalry Deaths 4
14074	San Juliåán	17	0	0	13	4	0	8	2	0	10	2	0	18	5	0	9	0	0	5	0	0	5	0	0	7	0	0	3	0	0	6	1	0	14	0	0	10	3	0	2	0	0	7	1	0	11	0	0	4	2	0	11	0	0	1	13	1	0	4	5	0	0	15	8	0	15
14075	San Marcos	1	0	0	3	1	0	3	0	0	4	0	0	0	0	0	1	1	0	0	0	0	7	4	0	4	1	0	3	1	0	0	0	0	4	0	0	8	1	0	2	0	0	3	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0	0	4	0	0	1	5	0	0
14076	San MartÌÎn de BolaÌÕos	11	1	0	16	11	0	6	0	0	2	0	0	1	0	0	5	0	0	8	0	0	1	0	0	7	1	0	8	2	0	3	0	0	3	0	0	5	0	0	5	0	0	5	0	0	3	0	0	4	2	0	4	1	0	0	5	0	0	0	3	1	0	3	3	1	0
14077	San MartÌÎn Hidalgo	18	3	0	17	2	0	11	0	0	14	1	0	16	2	0	12	2	0	12	2	0	15	0	0	16	3	0	8	0	0	7	0	0	9	1	0	24	0	0	18	0	0	14	1	0	15	1	0	22	7	0	16	2	0	5	25	2	0	8	9	1	0	1	15	0	7
14078	San Miguel el Alto	24	1	0	17	3	0	20	4	0	21	3	0	17	0	0	13	2	0	19	3	0	20	2	0	20	4	0	18	1	0	16	2	0	14	4	0	20	2	0	16	0	0	19	2	0	20	1	0	23	2	0	17	2	0	1	22	2	0	10	25	1	0	19	25	4	23
14079	GÌ_mez FarÌÎas	5	0	0	8	0	0	10	1	0	8	0	0	9	1	0	4	0	0	15	1	0	7	0	0	10	2	0	8	1	0	5	1	0	4	1	0	5	0	0	9	2	0	7	0	0	6	1	0	7	1	0	8	0	0	2	7	0	0	0	7	0	0	0	14	4	0
14080	San Sebastiåán del Oeste	8	1	0	7	5	0	6	1	0	11	0	0	10	4	0	1	0	0	7	3	0	5	1	0	7	1	0	5	3	0	4	3	0	1	0	0	2	0	0	2	0	0	4	0	0	6	0	0	4	0	0	2	1	0	6	8	0	0	0	10	4	0	3	11	7	0
14081	Santa MarÌÎa de los åÁngeles	8	2	0	5	0	0	4	0	0	3	0	0	1	0	0	4	1	0	6	2	0	3	0	0	7	1	0	5	0	0	1	0	0	3	0	0	4	1	0	3	1	0	4	0	0	4	0	0	3	1	0	2	0	0	0	1	0	0	1	1	0	0	0	3	1	0
14082	Sayula	21	7	0	13	3	0	18	2	0	18	1	0	21	0	0	28	5	0	24	3	0	23	2	0	23	3	0	17	1	0	21	1	0	15	0	0	19	2	0	21	3	0	14	1	0	20	2	0	26	5	0	11	1	0	0	17	3	0	0	16	5	0	0	21	6	3
14083	Tala	28	7	0	22	1	0	22	0	0	30	6	0	47	5	0	28	5	0	34	2	0	30	5	0	28	2	0	30	5	0	35	1	0	24	4	0	38	2	0	34	3	0	37	1	0	26	1	0	51	4	0	32	2	0	0	30	3	0	4	49	4	0	9	37	4	2
14084	Talpa de Allende	14	4	0	8	3	0	19	5	0	17	6	0	26	6	0	11	5	0	18	9	0	13	4	0	6	3	0	12	0	0	11	2	0	11	2	0	9	1	0	13	5	0	7	1	0	10	1	0	12	5	0	14	3	0	2	16	5	0	0	6	4	0	0	12	6	2
14085	Tamazula de Gordiano	36	5	0	43	10	0	38	13	0	40	10	0	29	6	0	32	10	0	25	8	0	57	13	0	40	3	0	27	3	0	45	5	0	30	6	0	35	4	0	55	9	0	20	2	0	23	7	0	34	4	0	33	5	0	1	33	2	0	1	32	5	0	8	31	4	14
14086	Tapalpa	10	2	0	7	0	0	16	1	0	7	0	0	8	1	0	8	4	0	9	0	0	6	0	0	7	1	0	9	0	0	8	1	0	17	0	0	5	2	0	11	2	0	5	0	0	8	0	0	4	0	0	6	0	0	10	6	2	0	12	7	1	0	21	10	4	135
14087	Tecalitlåán	25	6	0	12	3	0	21	10	0	15	4	0	14	3	0	15	1	0	20	7	0	15	8	0	15	4	0	16	8	0	12	5	0	6	1	0	12	5	0	11	3	0	21	8	0	7	3	0	19	5	0	15	2	0	0	16	9	0	1	12	3	0	1	23	14	13
14088	Tecolotlåán	9	2	0	8	0	0	19	3	0	18	2	0	9	3	0	8	1	0	8	2	0	6	1	0	6	1	0	8	2	0	13	5	0	8	0	0	7	2	0	11	0	0	10	1	0	9	2	0	5	0	0	8	1	0	2	14	0	0	2	3	0	0	6	9	5	12
14089	Techaluta de Montenegro	5	2	0	4	0	0	6	0	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	5	0	0	1	1	0	3	1	0	2	0	0	1	0	0	5	0	0	2	1	0	0	0	0	6	0	0	0	3	0	0	0	7	0	0	6	5	1	4
14090	Tenamaxtlåán	7	0	0	6	0	0	7	2	0	7	0	0	6	3	0	3	0	0	5	1	0	3	0	0	3	0	0	6	0	0	5	1	0	3	1	0	4	0	0	3	0	0	7	0	0	6	1	0	3	0	0	6	0	0	0	6	0	0	3	5	0	0	5	7	1	26
14091	Teocaltiche	23	3	0	22	0	0	28	2	0	26	2	0	28	0	0	18	3	0	30	1	0	30	5	0	24	1	0	29	5	0	18	4	0	19	1	0	21	0	0	22	1	0	16	0	0	24	1	0	23	2	0	31	4	0	1	24	1	0	0	17	3	0	8	20	0	17
14092	Teocuitatlåán de Corona	8	1	0	9	1	0	12	2	0	8	0	0	14	4	0	4	0	0	10	2	0	9	2	0	7	0	0	7	2	0	11	0	0	5	1	0	11	0	0	14	3	0	5	0	0	11	1	0	9	3	0	2	0	0	0	8	0	0	0	16	2	0	4	7	1	0
14093	Tepatitlåán de Morelos	59	2	0	65	2	0	61	5	0	58	5	0	71	12	0	73	8	0	65	4	0	72	10	0	72	9	0	76	8	0	72	2	0	77	2	0	74	7	0	76	3	0	69	4	0	86	6	0	68	4	0	95	3	0	0	77	3	0	0	91	0	0	0	82	6	1
14094	Tequila	27	12	0	46	16	0	34	10	0	36	17	0	32	11	0	28	1	0	29	6	0	27	12	0	43	8	0	33	7	0	32	6	0	42	16	0	68	12	0	33	4	0	34	4	0	26	2	0	44	10	0	25	4	0	3	44	5	0	2	45	22	0	2	28	8	2
14095	Teuchitlåán	8	1	0	6	0	0	2	0	0	4	1	0	3	0	0	6	0	0	7	1	0	4	0	0	7	0	0	5	0	0	5	2	0	1	0	0	8	0	0	0	0	0	5	0	0	4	0	0	5	0	0	3	0	0	1	4	0	0	6	10	0	0	3	7	2	12
14096	Tizapåán el Alto	26	4	0	14	2	0	14	1	0	18	0	0	17	4	0	12	2	0	19	2	0	9	3	0	15	2	0	11	1	0	13	2	0	11	2	0	13	5	0	13	2	0	13	0	0	20	2	0	12	1	0	7	1	0	2	21	4	0	3	21	8	0	6	19	5	36
14097	Tlajomulco de ZèªÌÕiga	37	4	0	58	16	0	58	8	0	63	8	0	74	8	0	65	9	0	55	17	0	63	15	0	67	6	0	55	6	0	71	10	0	62	10	0	78	9	0	75	4	0	79	9	0	70	10	0	86	11	0	119	14	0	0	135	22	0	1	167	31	0	1	159	40	2
14098	Tlaquepaque	206	50	0	193	38	0	170	34	0	239	46	0	244	55	0	225	65	0	223	42	0	256	47	0	231	34	0	286	60	0	232	31	0	232	27	0	263	45	0	283	43	0	242	31	0	231	36	0	235	44	0	283	35	0	0	267	46	0	4	295	37	0	4	308	95	1
14099	Tolimåán	10	0	0	5	0	0	8	2	0	7	1	0	12	3	0	8	4	0	12	4	0	9	1	0	2	1	0	4	1	0	4	0	0	5	1	0	7	0	0	6	0	0	7	0	0	4	0	0	3	0	0	8	2	0	0	5	0	0	0	7	0	0	0	4	1	1
14100	Tomatlåán	36	8	0	34	6	0	25	9	0	26	12	0	22	5	0	38	20	0	22	5	0	36	19	0	24	7	0	18	8	0	27	7	0	21	8	0	17	1	0	28	9	0	20	6	0	24	6	0	20	7	0	32	11	0	0	23	5	0	0	23	5	0	1	35	9	0
14101	Tonalåá	78	21	0	85	13	0	126	25	0	107	24	0	127	32	0	113	34	0	138	23	0	121	17	0	161	29	0	144	13	0	143	18	0	161	19	0	144	19	0	164	14	0	147	17	0	164	28	0	168	24	0	210	38	0	1	177	21	0	0	199	36	0	1	189	43	2
14102	Tonaya	10	1	0	2	0	0	4	0	0	6	1	0	3	1	0	5	0	0	7	1	0	2	1	0	3	0	0	4	0	0	9	2	0	2	1	0	7	0	0	2	0	0	2	0	0	3	0	0	2	0	0	2	1	0	0	1	0	0	1	6	0	0	8	2	1	13
14103	Tonila	4	0	0	7	0	0	2	0	0	8	2	0	2	0	0	5	2	0	10	0	0	8	0	0	3	1	0	7	0	0	3	0	0	5	0	0	4	0	0	7	1	0	4	1	0	4	0	0	1	0	0	8	0	0	0	6	0	0	0	2	0	0	1	6	0	2
14104	Totatiche	8	0	0	8	0	0	2	0	0	7	2	0	5	1	0	4	1	0	5	0	0	2	0	0	8	2	0	2	2	0	4	0	0	5	0	0	4	1	0	6	0	0	6	1	0	2	1	0	6	4	0	6	1	0	0	4	0	0	0	5	1	0	1	1	0	2
14105	Tototlåán	11	4	0	19	2	0	8	0	0	11	0	0	14	1	0	10	1	0	10	2	0	11	3	0	12	1	0	11	4	0	12	1	0	21	4	0	11	1	0	10	1	0	13	1	0	18	1	0	15	1	0	18	4	0	0	12	3	0	0	12	1	0	0	12	3	1
14106	Tuxcacuesco	10	1	0	3	0	0	5	0	0	6	2	0	5	1	0	3	0	0	9	2	0	2	0	0	0	0	0	7	4	0	0	0	0	6	0	0	1	0	0	7	1	0	2	0	0	1	0	0	2	0	0	1	0	0	2	5	0	0	6	7	0	0	2	4	0	12
14107	Tuxcueca	5	1	0	3	0	0	9	0	0	5	0	0	8	1	0	5	0	0	3	1	0	3	1	0	7	0	0	1	0	0	2	0	0	3	0	0	2	1	0	3	0	0	7	0	0	5	1	0	7	1	0	7	0	0	3	6	0	0	0	4	1	0	10	2	1	12
14108	Tuxpan	36	4	0	21	3	0	25	2	0	38	8	0	24	4	0	20	2	0	20	4	0	26	1	0	20	3	0	31	4	0	22	5	0	18	1	0	23	3	0	32	1	0	22	0	0	28	3	0	20	2	0	17	1	0	0	26	2	0	0	25	1	0	4	25	5	1
14109	UniÌ_n de San Antonio	9	0	0	12	1	0	8	0	0	12	1	0	8	1	0	5	0	0	7	1	0	4	0	0	7	0	0	10	1	0	2	0	0	8	0	0	10	0	0	5	0	0	2	1	0	17	0	0	10	2	0	9	1	0	0	11	1	0	1	10	0	0	1	6	1	6
14110	UniÌ_n de Tula	9	1	0	15	3	0	9	0	0	13	2	0	12	0	0	10	3	0	12	2	0	12	3	0	7	0	0	13	0	0	11	0	0	9	0	0	8	1	0	10	0	0	8	0	0	8	0	0	6	1	0	5	0	0	0	7	0	0	0	12	0	0	1	21	2	1
14111	Valle de Guadalupe	11	4	0	2	0	0	2	0	0	1	0	0	6	0	0	4	0	0	2	0	0	3	0	0	2	0	0	10	1	0	5	0	0	6	1	0	1	0	0	1	0	0	10	0	0	5	1	0	3	0	0	7	0	0	4	5	0	0	0	5	0	0	0	4	0	0
14112	Valle de Juåárez	8	2	0	4	1	0	10	2	0	7	1	0	3	1	0	4	0	0	5	0	0	3	1	0	7	0	0	3	1	0	2	0	0	4	2	0	2	0	0	3	0	0	10	2	0	3	0	0	3	0	0	4	0	0	1	2	1	0	1	5	0	0	3	9	0	28
14113	San Gabriel	11	0	0	12	1	0	14	2	0	7	0	0	19	1	0	9	3	0	15	0	0	13	2	0	14	1	0	5	0	0	9	0	0	10	0	0	6	0	0	9	0	0	6	0	0	13	0	0	9	0	0	13	0	0	1	15	2	0	0	15	1	0	1	11	2	2
14114	Villa Corona	19	2	0	16	1	0	8	0	0	14	0	0	12	1	0	19	2	0	4	0	0	7	1	0	10	0	0	9	1	0	7	1	0	9	1	0	6	1	0	9	0	0	8	1	0	7	1	0	11	4	0	3	1	0	0	11	1	0	0	5	1	0	1	7	2	0
14115	Villa Guerrero	4	0	0	9	1	0	13	1	0	4	0	0	4	1	0	5	2	0	7	1	0	4	0	0	9	0	0	4	0	0	2	1	0	5	0	0	6	0	0	10	0	0	2	0	0	2	0	0	10	3	0	6	2	0	1	5	1	0	2	6	0	0	0	9	5	0
14116	Villa Hidalgo	5	0	0	7	0	0	8	0	0	11	0	0	5	1	0	5	0	0	4	1	0	5	0	0	4	0	0	11	2	0	2	0	0	8	1	0	13	0	0	7	0	0	4	0	0	11	0	0	5	0	0	3	0	0	0	7	0	0	6	8	0	0	7	6	0	56
14117	CaÌÕadas de ObregÌ_n	6	0	0	1	0	0	2	0	0	2	0	0	3	0	0	4	0	0	3	0	0	2	0	0	7	2	0	2	0	0	4	0	0	2	0	0	3	1	0	5	0	0	3	0	0	3	2	0	1	0	0	3	0	0	0	4	0	0	0	5	0	0	2	3	0	2
14118	Yahualica de Gonzåález Gallo	21	2	0	18	3	0	18	4	0	16	1	0	24	1	0	17	1	0	17	3	0	17	2	0	24	3	0	22	4	0	14	1	0	13	4	0	19	1	0	23	2	0	22	2	0	13	0	0	16	1	0	17	2	0	1	21	1	0	0	19	4	0	2	18	3	8
14119	Zacoalco de Torres	17	0	0	24	3	0	10	0	0	17	3	0	24	2	0	16	2	0	18	5	0	14	0	0	20	3	0	13	0	0	12	0	0	20	0	0	13	1	0	13	0	0	18	1	0	28	1	0	14	1	0	18	3	0	0	17	2	0	0	22	0	0	0	18	1	3
14120	Zapopan	332	115	0	383	88	0	422	85	0	439	92	0	414	89	0	456	94	0	496	132	0	394	76	0	458	82	0	430	67	0	439	73	0	464	68	0	455	69	0	476	77	0	444	57	0	383	63	0	443	64	0	471	62	0	1	497	84	0	1	518	102	0	6	556	156	4
14121	Zapotiltic	26	1	0	12	4	0	13	0	0	13	1	0	21	1	0	21	0	0	21	3	0	16	2	0	19	0	0	18	4	0	19	2	0	13	2	0	22	2	0	14	4	0	17	4	0	14	2	0	14	1	0	15	4	0	0	14	0	0	0	26	2	0	0	18	5	4
14122	Zapotitlåán de Vadillo	6	1	0	6	3	0	9	0	0	11	1	0	13	2	0	14	4	0	8	0	0	8	0	0	8	1	0	4	0	0	8	4	0	9	2	0	10	0	0	5	0	0	6	0	0	5	0	0	5	0	0	6	0	0	0	5	1	0	0	9	1	0	2	5	1	6
14123	Zapotlåán del Rey	6	0	0	1	0	0	6	1	0	11	0	0	9	0	0	11	0	0	10	1	0	2	0	0	6	1	0	5	3	0	12	2	0	6	0	0	3	0	0	5	2	0	10	0	0	8	0	0	5	1	0	10	1	0	0	12	4	0	1	10	0	0	1	11	1	9
14124	Zapotlanejo	41	15	0	34	4	0	43	7	0	49	13	0	36	3	0	40	8	0	34	6	0	17	1	0	39	5	0	34	4	0	34	1	0	45	7	0	51	5	0	31	3	0	35	1	0	27	3	0	20	2	0	35	1	0	5	32	2	0	12	30	0	0	11	62	15	230
14125	San Ignacio Cerro Gordo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	0	1	5	1	0	0	17	1	6
15001	Acambay	60	23	0	65	32	0	58	15	0	50	11	0	51	11	0	42	10	0	29	6	0	37	10	0	45	10	0	39	11	0	42	10	0	39	2	0	39	3	0	45	6	0	42	5	0	33	8	0	37	5	0	38	5	0	0	44	5	0	0	37	5	0	0	48	11	8
15002	Acolman	26	10	0	56	22	0	33	12	0	30	9	0	32	10	0	29	13	0	33	15	0	31	13	0	41	18	0	30	16	0	30	9	0	33	15	0	20	5	0	24	7	0	32	10	0	28	7	0	38	8	0	39	8	0	4	38	14	0	4	33	10	0	1	49	16	29
15003	Aculco	50	21	0	40	15	0	47	25	0	32	10	0	45	25	0	41	15	0	43	10	0	42	14	0	43	14	0	21	5	0	26	8	0	21	6	0	25	5	0	18	1	0	30	8	0	33	10	0	24	2	0	31	3	0	0	30	4	0	0	21	2	0	0	22	2	8
15004	Almoloya de Alquisiras	7	1	0	20	12	0	12	5	0	15	12	0	11	9	0	12	4	0	16	5	0	11	4	0	11	6	0	17	4	0	11	4	0	8	3	0	11	2	0	8	2	0	10	1	0	9	2	0	11	3	0	9	0	0	3	10	1	0	3	11	3	0	3	7	2	22
15005	Almoloya de Juåárez	89	34	0	88	39	0	85	28	0	115	69	0	79	33	0	73	33	0	94	32	0	74	28	0	77	29	0	64	31	0	66	23	0	66	27	0	72	20	0	72	23	0	73	14	0	69	23	0	74	31	0	75	15	0	0	103	18	0	0	76	18	0	0	75	17	15
15006	Almoloya del RÌÎo	7	2	0	4	3	0	3	2	0	3	1	0	2	2	0	2	0	0	4	0	0	6	1	0	4	4	0	5	2	0	4	1	0	4	1	0	4	1	0	4	1	0	3	2	0	4	0	0	7	2	0	2	0	0	0	7	1	0	0	3	0	0	4	6	0	1
15007	Amanalco	28	11	0	17	10	0	15	6	0	17	8	0	13	6	0	15	9	0	8	3	0	16	7	0	12	4	0	11	3	0	12	2	0	9	0	0	12	4	0	8	1	0	25	4	0	8	4	0	12	2	0	18	3	0	0	22	2	0	2	9	1	0	2	13	6	19
15008	Amatepec	63	40	0	33	18	0	49	32	0	33	17	0	27	14	0	36	21	0	45	23	0	22	11	0	21	8	0	25	11	0	15	3	0	18	6	0	19	8	0	30	15	0	21	5	0	21	10	0	21	11	0	19	7	0	0	21	6	0	0	12	1	0	0	15	4	7
15009	Amecameca	53	34	0	41	18	0	18	10	0	38	10	0	23	11	0	24	9	0	27	8	0	34	12	0	32	12	0	33	13	0	37	12	0	33	10	0	33	12	0	19	5	0	22	1	0	31	10	0	20	7	0	27	0	0	0	26	5	0	1	28	6	0	4	29	11	10
15010	Apaxco	13	4	0	13	1	0	9	3	0	12	2	0	13	1	0	9	1	0	11	2	0	9	0	0	7	3	0	7	1	0	6	0	0	7	2	0	9	2	0	4	1	0	11	1	0	12	2	0	11	1	0	11	4	0	1	13	2	0	0	11	3	0	0	9	1	0
15011	Atenco	14	3	0	17	10	0	10	3	0	13	7	0	3	1	0	5	2	0	18	7	0	14	3	0	19	7	0	13	4	0	12	4	0	12	5	0	15	5	0	27	11	0	15	6	0	12	6	0	14	3	0	21	5	0	1	12	5	0	1	20	5	0	5	19	6	1
15012	Atizapåán	25	9	0	18	11	0	21	4	0	17	4	0	14	4	0	27	6	0	13	2	0	18	4	0	17	1	0	6	1	0	11	3	0	10	2	0	6	1	0	10	2	0	10	3	0	10	1	0	9	1	0	9	1	0	6	10	1	0	8	4	1	0	4	2	1	15
15013	Atizapåán de Zaragoza	169	85	0	168	85	0	188	93	0	187	78	0	198	103	0	173	90	0	215	98	0	169	73	0	201	87	0	207	80	0	185	73	0	177	54	0	184	65	0	204	59	0	172	43	0	185	62	0	147	26	0	159	27	0	0	175	32	0	4	204	44	0	0	208	49	18
15014	Atlacomulco	50	9	0	44	12	0	56	17	0	42	6	0	43	8	0	43	4	0	35	6	0	42	12	0	32	6	0	45	14	0	45	8	0	41	7	0	45	7	0	40	5	0	49	4	0	28	3	0	47	1	0	36	3	0	6	45	7	0	4	33	4	0	9	56	6	5
15015	Atlautla	29	7	0	13	4	0	25	10	0	17	7	0	12	8	0	12	4	0	15	5	0	10	2	0	8	2	0	10	3	0	7	2	0	9	3	0	13	3	0	11	4	0	3	1	0	9	3	0	19	7	0	6	0	0	3	16	6	0	1	10	2	0	1	11	2	5
15016	Axapusco	13	2	0	11	2	0	3	1	0	19	7	0	16	7	0	12	4	0	11	4	0	7	0	0	9	3	0	11	2	0	11	1	0	8	1	0	5	1	0	12	0	0	5	0	0	5	1	0	11	0	0	10	1	0	0	25	2	1	0	10	4	0	0	13	3	21
15017	Ayapango	2	0	0	4	1	0	5	3	0	2	0	0	7	3	0	3	2	0	2	1	0	6	2	0	4	3	0	3	0	0	3	1	0	6	4	0	4	0	0	3	1	0	3	0	0	2	0	0	0	0	0	3	1	0	0	3	0	0	0	4	0	0	6	3	0	0
15018	Calimaya	19	3	0	26	14	0	22	10	0	16	9	0	23	9	0	12	4	0	21	5	0	19	9	0	19	8	0	14	8	0	18	11	0	19	2	0	22	9	0	11	4	0	15	3	0	24	5	0	14	3	0	14	1	0	10	18	5	0	8	28	3	0	9	19	0	62
15019	Capulhuac	22	16	0	15	7	0	24	10	0	16	7	0	13	6	0	19	5	0	10	5	0	22	6	0	17	9	0	11	6	0	19	4	0	21	4	0	17	3	0	9	3	0	16	3	0	13	5	0	16	5	0	12	5	0	0	20	3	0	0	16	2	0	0	12	1	8
15020	Coacalco de Berriozåábal	71	27	0	81	45	0	86	38	0	86	31	0	90	33	0	82	28	0	83	31	0	67	29	0	86	33	0	75	24	0	75	27	0	81	20	0	72	20	0	97	23	0	80	21	0	76	30	0	63	15	0	65	13	0	0	93	33	0	0	107	38	0	0	92	39	1
15021	Coatepec Harinas	40	17	0	42	17	0	38	21	0	35	10	0	32	14	0	34	9	0	28	6	0	24	8	0	21	11	0	27	4	0	29	7	0	24	5	0	27	4	0	29	9	0	34	3	0	29	5	0	23	9	0	27	6	0	0	20	2	0	0	24	8	0	1	23	4	0
15022	Cocotitlåán	9	1	0	5	3	0	9	5	0	6	1	0	9	4	0	9	3	0	4	2	0	12	6	0	3	1	0	5	1	0	2	0	0	10	3	0	3	2	0	6	0	0	4	1	0	10	1	0	5	3	0	2	0	0	0	5	2	0	4	1	0	0	14	3	0	85
15023	Coyotepec	22	11	0	24	18	0	13	10	0	16	7	0	19	11	0	14	11	0	18	10	0	24	9	0	28	13	0	23	3	0	15	7	0	16	7	0	23	10	0	11	4	0	17	7	0	19	9	0	26	6	0	18	4	0	0	25	10	0	6	19	6	0	0	32	12	0
15024	Cuautitlåán	90	39	0	95	54	0	79	33	0	65	25	0	57	24	0	48	22	0	41	12	0	52	25	0	61	20	0	59	12	0	58	18	0	40	14	0	44	11	0	32	8	0	52	20	0	35	8	0	53	12	0	40	9	0	0	46	6	0	0	33	8	0	2	62	18	0
15025	Chalco	245	101	0	243	110	0	268	106	0	226	103	0	286	131	0	153	53	0	123	41	0	103	32	0	108	35	0	127	41	0	117	40	0	102	32	0	102	31	0	91	31	0	95	39	0	97	38	0	106	34	0	104	25	0	2	110	20	0	0	127	42	0	0	115	40	1
15026	Chapa de Mota	23	4	0	12	2	0	7	2	0	5	2	0	15	5	0	11	2	0	15	6	0	14	5	0	14	9	0	12	5	0	11	4	0	5	1	0	14	4	0	10	3	0	13	0	0	10	3	0	9	4	0	12	4	0	0	8	1	0	0	13	3	0	0	11	3	1
15027	Chapultepec	14	11	0	7	3	0	2	1	0	0	0	0	2	0	0	1	1	0	4	1	0	2	1	0	2	0	0	1	0	0	2	1	0	0	0	0	2	0	0	1	0	0	5	0	0	5	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3
15028	Chiautla	5	4	0	6	3	0	12	5	0	6	1	0	7	2	0	6	2	0	5	1	0	4	2	0	8	1	0	12	5	0	8	3	0	6	1	0	4	1	0	4	3	0	5	1	0	9	1	0	11	2	0	8	3	0	1	7	2	0	4	14	5	0	1	12	7	8
15029	Chicoloapan	62	40	0	38	20	0	47	25	0	32	17	0	40	17	0	49	28	0	37	17	0	42	12	0	52	18	0	49	14	0	40	16	0	53	29	0	45	16	0	66	26	0	64	14	0	61	19	0	60	21	0	65	15	0	67	82	21	0	29	69	21	0	22	79	23	179
15030	Chiconcuac	9	3	0	11	3	0	2	0	0	7	2	0	7	3	0	11	4	0	7	3	0	6	0	0	8	4	0	11	5	0	5	1	0	15	5	0	7	3	0	7	2	0	6	1	0	8	2	0	8	2	0	14	2	0	0	7	3	0	0	12	3	0	0	9	3	2
15031	Chimalhuacåán	184	108	0	178	112	0	219	136	0	202	101	0	225	105	0	241	126	0	290	153	0	249	130	0	238	106	0	249	121	0	244	111	0	244	125	0	250	89	0	198	84	0	215	70	0	251	77	0	252	80	0	199	56	0	0	243	61	0	0	263	84	0	0	287	111	2
15032	Donato Guerra	22	16	0	21	11	0	22	14	0	18	10	0	21	7	0	22	13	0	16	14	0	23	10	0	25	11	0	20	9	0	11	1	0	10	4	0	16	1	0	27	4	0	19	5	0	15	3	0	18	4	0	15	4	0	0	19	3	0	0	29	8	0	0	10	3	6
15033	Ecatepec de Morelos	884	363	0	955	346	0	972	404	0	896	396	0	904	396	0	865	328	0	819	325	0	793	299	0	820	307	0	758	261	0	746	269	0	757	246	0	681	267	0	701	278	0	668	239	0	728	273	0	655	191	0	648	165	0	1	757	247	0	0	736	307	0	0	852	378	6
15034	Ecatzingo	5	2	0	6	0	0	3	1	0	10	4	0	2	2	0	6	2	0	4	3	0	4	1	0	5	3	0	6	0	0	7	0	0	4	0	0	8	5	0	6	3	0	1	0	0	6	3	0	1	0	0	9	2	0	0	1	0	0	0	4	2	0	0	7	2	3
15035	Huehuetoca	23	12	0	14	7	0	22	15	0	21	10	0	23	13	0	14	7	0	16	9	0	25	7	0	26	9	0	13	5	0	18	9	0	16	8	0	24	7	0	18	4	0	19	5	0	24	6	0	37	10	0	28	3	0	13	31	12	0	9	24	10	0	5	47	6	17
15036	Hueypoxtla	16	0	0	6	1	0	9	1	0	13	3	0	13	4	0	15	3	0	12	3	0	17	3	0	13	6	0	16	2	0	13	2	0	19	5	0	10	1	0	18	6	0	14	2	0	15	1	0	15	2	0	11	2	0	0	21	4	0	1	13	1	0	0	22	2	0
15037	Huixquilucan	94	44	0	98	32	0	82	42	0	108	37	0	78	27	0	63	23	0	111	52	0	69	17	0	86	36	0	80	22	0	87	24	0	80	27	0	70	15	0	73	23	0	74	22	1	82	21	0	83	26	0	86	8	0	9	85	17	0	3	86	22	0	4	84	30	19
15038	Isidro Fabela	1	0	0	0	0	0	7	2	0	1	1	0	5	1	0	2	2	0	2	1	0	1	1	0	3	2	0	4	2	0	3	1	0	4	1	0	5	1	0	3	1	0	4	1	0	2	1	0	2	0	0	2	0	0	1	5	1	0	11	1	0	0	10	5	0	19
15039	Ixtapaluca	109	45	0	73	29	0	105	45	0	97	42	0	105	44	0	91	19	0	117	43	0	107	34	0	120	32	0	119	36	0	110	37	0	121	44	0	138	43	0	135	45	0	136	46	0	160	65	0	156	77	0	162	35	0	0	144	24	0	1	159	56	0	3	153	43	2
15040	Ixtapan de la Sal	42	16	0	26	8	0	40	12	0	24	8	0	20	6	0	23	8	0	22	6	0	25	6	0	26	8	0	23	11	0	13	2	0	18	4	0	20	6	0	23	8	0	37	8	0	21	7	0	18	10	0	24	3	0	1	19	4	0	0	18	5	0	0	33	12	0
