Nombre	1990 E	1990 I	1990 T	1990 H	1991 E	1991 I	1991 T	1991 H	1992 E	1992 I	1992 T	1992 H	1993 E	1993 I	1993 T	1993 H	1994 E	1994 I	1994 T	1994 H	1995 E	1995 I	1995 T	1995 H	1996 E	1996 I	1996 T	1996 H	1997 E	1997 I	1997 T	1997 H	1998 E	1998 I	1998 T	1998 H	1999 E	1999 I	1999 T	1999 H	2000 E	2000 I	2000 T	2000 H	2001 E	2001 I	2001 T	2001 H	2002 E	2002 I	2002 T	2002 H	2003 E	2003 I	2003 T	2003 H	2004 E	2004 I	2004 T	2004 H	2005 E	2005 I	2005 T	2005 H	2006 E	2006 I	2006 T	2006 H	2007 E	2007 I	2007 T	2007 H	2008 E	2008 I	2008 T	2008 H	2009 E	2009 I	2009 T	2009 H	2010E	2010 I	2010 T	2010 H
Tepic	27311568	27311568	9	2	49955295	49955295	14	51	54952149	54952149	3	0	65024000	65024000	252	76	76930000	76930000	253	77	87671195	87671195	158	33	109054643	109054643	155	19	135860725	135860725	145	27	162111799	162111799	127	20	200201937	200201937	153	32	330916332	330916332	180	26	420907841	420907841	158	26	414418556	414418556	197	35	521790770	521790770	192	26	610624207	610624207	190	37	660147211	660147211	169	26	751375044	751375044	184	23	807810156	807810156	190	32	975105404	975105404	196	38	1322220498	1322220498	199	57	1561479723	1561479723	401	267
Teposcolula	0	0	9	5	0	0	4	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepotzotlán	6634222	6634222	9	6	10719914	10719914	45	21	14232596	14232596	34	13	15693818	15693818	35	24	15228593	15228593	31	13	22065791	22065791	27	11	26987127	26987127	30	19	35239818	35239818	35	15	48874974	48874974	28	14	66964673	66964673	22	7	75421976	75421976	30	12	84275062	84275062	24	9	103654121	103654121	26	13	102010213	102010213	32	12	124926806	124926806	24	4	144070694	144070694	27	11	198924240	198924240	36	16	195175336	195175336	16	6	237121043	237121043	31	10	256947265	256947265	27	9	280624431	280624431	49	20
Tepoztlán	832748	832748	9	3	1204209	1204209	22	3	1819194	1819194	28	2	1661818	1661818	13	6	2287115	2287115	21	3	4971454	4971454	20	8	3985738	3985738	22	6	5776170	5776170	20	5	18141255	18141255	19	3	25877711	25877711	28	4	24568738	24568738	20	6	38437953	38437953	15	5	44788931	44788931	9	0	49811998	49811998	19	5	58693669	58693669	11	2	58699999	58699999	12	0	91239038	91239038	18	2	91476207	91476207	20	3	88188508	88188508	19	4	90381913	90381913	19	6	102995086	102995086	16	12
Tequila	2248842	2248842	9	1	3201821	3201821	6	0	4206663	4206663	6	1	6048945	6048945	10	1	8300124	8300124	2	0	8203178	8203178	5	4	10065652	10065652	2	0	13487662	13487662	4	1	23405490	23405490	5	2	35453311	35453311	1	0	45501943	45501943	7	0	8267057	8267057	6	0	61574755	61574755	8	3	64258709	64258709	5	0	63676646	63676646	5	1	73309737	73309737	5	2	90839496	90839496	2	1	98840778	98840778	5	0	140078479	140078479	6	0	137822413	137822413	9	1	150004475	150004475	9	0
Tequila	208555	208555	9	0	277090	277090	2	0	415482	415482	0	0	571053	571053	10	1	836706	836706	2	0	950529	950529	5	4	1536824	1536824	2	0	1935714	1935714	4	1	2708369	2708369	5	2	4314639	4314639	1	0	3768204	3768204	7	0	15904085	15904085	6	0	17389183	17389183	8	3	16360000	16360000	5	0	18028833	18028833	5	1	20084861	20084861	5	2	21942568	21942568	2	1	28821856	28821856	5	0	34514264	34514264	6	0	33131522	33131522	9	1	35015483	35015483	9	0
Tequisquiapan	3785156	3785156	9	1	5637366	5637366	9	2	9301654	9301654	12	2	10113460	10113460	18	5	13799554	13799554	22	3	16464024	16464024	21	3	23970258	23970258	17	5	29368953	29368953	13	2	36729104	36729104	20	3	50846695	50846695	20	3	65270049	65270049	32	3	72544677	72544677	23	2	80420600	80420600	16	1	78186443	78186443	25	3	89276201	89276201	25	2	100891281	100891281	23	0	122272755	122272755	27	2	149744431	149744431	17	1	210526762	210526762	22	0	179177153	179177153	27	1	178958374	178958374	29	0
Tequixquiac	2480790	2480790	9	2	1775682	1775682	3	0	2420176	2420176	7	2	4156882	4156882	14	2	5110004	5110004	11	4	5847071	5847071	15	6	8058111	8058111	8	5	9409190	9409190	6	0	14002126	14002126	12	5	19950483	19950483	17	5	27345691	27345691	17	6	30654602	30654602	13	4	31120654	31120654	14	3	34508121	34508121	16	6	38975431	38975431	7	1	41901604	41901604	11	0	58953611	58953611	14	2	58806099	58806099	8	2	81144166	81144166	12	0	84056048	84056048	17	4	81128818	81128818	17	6
Terrenate	161380	161380	9	9	227925	227925	36	1	311985	311985	27	15	538739	538739	6	1	4390563	4390563	4	0	4641866	4641866	5	0	4960673	4960673	0	0	8108266	8108266	3	0	7855954	7855954	7	0	9814632	9814632	4	0	12167964	12167964	3	0	13100876	13100876	3	0	0	0	10	1	0	0	6	0	16775050	16775050	4	0	19110147	19110147	2	0	20539634	20539634	2	0	24394423	24394423	1	0	35857091	35857091	6	0	35244708	35244708	3	0	31763400	31763400	4	0
Tetecala	1043772	1043772	9	0	1063186	1063186	1	6	1655191	1655191	0	0	1770445	1770445	8	2	2157468	2157468	14	6	4535172	4535172	11	4	6538959	6538959	9	4	8839137	8839137	3	2	10204229	10204229	7	2	11211950	11211950	1	0	14426457	14426457	1	0	17680405	17680405	2	1	19522288	19522288	4	1	26174974	26174974	3	0	27669419	27669419	0	0	32368378	32368378	3	2	36328702	36328702	9	4	38179510	38179510	2	1	46563823	46563823	5	1	55285649	55285649	2	0	53231270	53231270	6	1
Tetela de Ocampo	828291	828291	9	0	1407046	1407046	7	2	2532683	2532683	5	1	1562160	1562160	15	4	1780880	1780880	11	0	2115979	2115979	19	1	4228311	4228311	10	0	4702235	4702235	12	1	6507961	6507961	14	1	7975019	7975019	40	2	12409101	12409101	11	1	0	0	17	2	39114992	39114992	12	2	35064907	35064907	21	0	49555020	49555020	15	1	54677070	54677070	21	1	63965545	63965545	9	2	86262262	86262262	13	1	73461514	73461514	12	1	0	0	15	2	0	0	10	2
Tetela del Volcán	411509	411509	9	6	463939	463939	16	7	544416	544416	13	2	648944	648944	21	10	1050695	1050695	15	8	2260310	2260310	22	15	3189542	3189542	11	7	4295355	4295355	9	6	10283798	10283798	10	4	13512680	13512680	14	5	15864248	15864248	11	2	28385372	28385372	7	3	28743986	28743986	14	3	33663272	33663272	8	4	35421326	35421326	13	3	40403301	40403301	5	1	43551336	43551336	11	0	56096984	56096984	8	0	71360416	71360416	5	0	67423557	67423557	5	3	70680034	70680034	5	0
Teteles de Avila Castillo	138140	138140	9	0	241070	241070	0	0	433926	433926	0	0	466141	466141	0	0	514238	514238	5	1	601904	601904	3	0	935879	935879	3	1	1306988	1306988	3	0	1475524	1475524	3	0	1722441	1722441	3	0	2479137	2479137	1	0	0	0	2	0	5625019	5625019	5	0	5876442	5876442	2	0	10116360	10116360	4	1	7103674	7103674	2	0	8812581	8812581	2	1	0	0	3	1	0	0	2	0	23709759	23709759	4	0	0	0	1	0
Tetepango	560999	560999	9	2	839990	839990	14	2	1239303	1239303	13	4	1413448	1413448	3	0	1590352	1590352	3	1	1834028	1834028	8	1	4770193	4770193	0	0	3024450	3024450	3	0	6293317	6293317	5	0	7459017	7459017	4	0	8732863	8732863	3	0	9995926	9995926	3	0	11715348	11715348	4	2	10230686	10230686	1	0	11165622	11165622	4	0	12547358	12547358	4	0	13418546	13418546	1	0	18358284	18358284	1	0	23849701	23849701	2	0	21308923	21308923	7	1	20124959	20124959	4	0
Tetipac	763419	763419	9	1	1297812	1297812	1	0	1427595	1427595	3	0	2292400	2292400	13	4	3310287	3310287	8	3	4696390	4696390	15	6	4514965	4514965	22	6	1941109	1941109	12	4	6804150	6804150	5	2	9644922	9644922	6	4	16636300	16636300	4	2	14732148	14732148	4	1	13883468	13883468	21	6	17550433	17550433	4	1	16958048	16958048	4	1	17510092	17510092	13	3	20140082	20140082	5	1	20518376	20518376	8	3	26816653	26816653	8	1	30161270	30161270	13	7	43434647	43434647	8	4
Tetiz	213294	213294	9	0	275681	275681	1	0	402062	402062	1	0	417908	417908	2	0	663758	663758	2	0	0	0	1	0	1096563	1096563	1	0	1488977	1488977	3	0	1860380	1860380	1	0	0	0	2	1	3486825	3486825	1	0	1780185	1780185	1	0	6522285	6522285	2	1	7625769	7625769	4	0	7897928	7897928	3	0	8452809	8452809	2	0	10545055	10545055	2	0	10875412	10875412	1	0	12856949	12856949	0	0	13944990	13944990	3	0	15649233	15649233	4	0
Tetla de la Solidaridad	385382	385382	9	0	799136	799136	0	0	663377	663377	1	0	1380480	1380480	2	0	2810328	2810328	8	0	3374929	3374929	12	0	6050894	6050894	11	1	8107209	8107209	10	2	12133030	12133030	10	1	18458274	18458274	14	4	19184785	19184785	8	2	25497017	25497017	20	3	22796785	22796785	12	0	0	0	10	1	30457749	30457749	15	3	32618644	32618644	11	1	34192722	34192722	12	2	0	0	13	0	45984094	45984094	17	1	55390910	55390910	10	1	51831685	51831685	9	1
Tetlatlahuca	222091	222091	9	0	331341	331341	4	0	385210	385210	0	0	515493	515493	7	3	3741091	3741091	8	3	2868978	2868978	11	4	3323449	3323449	6	4	5109464	5109464	6	4	6276012	6276012	6	1	8433906	8433906	4	1	8120578	8120578	2	0	10303788	10303788	7	1	10624807	10624807	11	1	0	0	1	0	15078951	15078951	7	0	15354639	15354639	5	0	17632375	17632375	3	2	0	0	3	1	24542040	24542040	7	2	29121262	29121262	3	0	0	0	1	0
Teuchitlán	527031	527031	9	0	734843	734843	2	0	1243709	1243709	1	0	1396607	1396607	4	1	1433137	1433137	3	0	1703913	1703913	6	0	2992000	2992000	7	1	4070213	4070213	4	0	6135421	6135421	7	0	9258829	9258829	5	0	12070286	12070286	5	2	12614188	12614188	1	0	16033884	16033884	8	0	16428610	16428610	0	0	19833447	19833447	5	0	31396389	31396389	4	0	46209776	46209776	5	0	26023258	26023258	3	0	33065122	33065122	4	0	0	0	10	0	0	0	7	2
Teúl de González Ortega	1152812	1152812	9	19	2122967	2122967	38	3	1876173	1876173	35	20	2361328	2361328	8	0	3133533	3133533	4	2	3674907	3674907	4	3	6382042	6382042	7	1	6896835	6896835	7	1	10438979	10438979	6	0	12556346	12556346	9	0	15234026	15234026	4	0	16621767	16621767	2	0	20879231	20879231	8	0	27439389	27439389	9	1	28523474	28523474	10	0	17244682	17244682	8	3	20849682	20849682	6	0	27641525	27641525	1	0	27065568	27065568	7	1	32649912	32649912	4	1	35923291	35923291	3	0
Texcaltitlán	2176366	2176366	9	2	1884573	1884573	7	8	2891551	2891551	14	4	5404063	5404063	9	7	4677126	4677126	10	6	5631389	5631389	10	4	8980670	8980670	11	4	8178143	8178143	15	2	13454313	13454313	11	6	17253234	17253234	16	4	20711497	20711497	13	6	0	0	12	2	35603140	35603140	10	2	41096703	41096703	21	4	43001106	43001106	7	5	59557893	59557893	12	3	63422479	63422479	6	0	65704821	65704821	13	3	78400451	78400451	17	4	86589469	86589469	8	0	87077400	87077400	9	2
Texcalyacac	1106713	1106713	9	0	1034276	1034276	10	0	2023700	2023700	10	0	2843369	2843369	1	0	2218619	2218619	1	0	2464241	2464241	2	2	3363637	3363637	2	1	4797645	4797645	2	1	5768205	5768205	2	2	6525095	6525095	2	2	8537218	8537218	1	1	0	0	2	0	12413608	12413608	0	0	14809744	14809744	3	3	13491572	13491572	4	2	14852039	14852039	1	0	23951294	23951294	3	0	26274883	26274883	4	0	30868347	30868347	1	0	36950892	36950892	2	1	28483300	28483300	3	0
Texcatepec	223451	223451	9	0	235126	235126	1	3	304265	304265	1	0	461721	461721	1	1	1234945	1234945	1	0	308226	308226	2	1	976693	976693	0	0	732014	732014	5	3	1609307	1609307	4	2	2105168	2105168	4	1	2640133	2640133	1	0	11088204	11088204	7	1	11027744	11027744	2	0	14530000	14530000	5	1	15277755	15277755	3	0	18278901	18278901	5	2	19269968	19269968	7	2	20698220	20698220	5	0	35893115	35893115	6	0	34345878	34345878	12	3	24332368	24332368	3	0
Texcoco	11892071	11892071	9	2	13437952	13437952	65	64	23286364	23286364	61	5	28715445	28715445	128	47	34607900	34607900	140	47	47769228	47769228	111	45	64965941	64965941	109	26	74904258	74904258	117	35	104273744	104273744	91	38	122637087	122637087	111	51	197234544	197234544	119	49	224032953	224032953	108	30	228854565	228854565	93	36	260707086	260707086	87	35	313142920	313142920	98	31	405905540	405905540	99	33	413692387	413692387	83	18	446439304	446439304	114	31	662187076	662187076	105	18	622578573	622578573	94	27	612632274	612632274	100	20
Texhuacán	250724	250724	9	1	215542	215542	0	0	344867	344867	1	0	454597	454597	1	0	975249	975249	2	0	658400	658400	4	1	1101496	1101496	2	1	1392655	1392655	1	0	1780531	1780531	3	0	2227980	2227980	2	0	1660241	1660241	2	1	6537258	6537258	4	2	7570890	7570890	3	0	7870000	7870000	0	0	3708617	3708617	2	0	9819816	9819816	1	0	10886932	10886932	1	0	12956104	12956104	2	0	19007501	19007501	0	0	19743766	19743766	2	1	15009379	15009379	5	0
Texistepec	606919	606919	9	0	698116	698116	2	0	1037520	1037520	6	2	1399334	1399334	4	0	1561703	1561703	5	2	1942794	1942794	4	1	2393718	2393718	4	1	2849016	2849016	5	0	3831610	3831610	6	1	4840785	4840785	5	0	5595672	5595672	7	0	19820777	19820777	3	0	19697018	19697018	4	2	20777395	20777395	5	2	21402843	21402843	6	0	30532073	30532073	6	1	123272870	123272870	8	0	31319822	31319822	11	2	40226229	40226229	7	2	44577473	44577473	7	1	0	0	6	1
Teya	269976	269976	9	3	234089	234089	26	0	305096	305096	31	0	336598	336598	0	0	469437	469437	1	0	625212	625212	1	0	878362	878362	0	0	1185514	1185514	0	0	1411867	1411867	0	0	1966990	1966990	2	0	2832297	2832297	1	0	1455061	1455061	0	0	4185022	4185022	1	1	4842087	4842087	2	0	5309900	5309900	0	0	5457698	5457698	1	0	6642102	6642102	1	0	6846601	6846601	1	0	8112246	8112246	1	0	10436514	10436514	0	0	10975747	10975747	0	0
Teziutlán	5742919	5742919	9	3	9147110	9147110	17	4	8286729	8286729	24	3	9287799	9287799	34	12	10754162	10754162	33	6	10210456	10210456	44	8	14679813	14679813	33	4	41134900	41134900	34	7	51786378	51786378	47	9	48707189	48707189	129	7	33611024	33611024	53	14	83080049	83080049	32	3	55749832	55749832	34	7	70015160	70015160	32	7	87756601	87756601	34	3	131427386	131427386	38	3	192620138	192620138	28	1	158005645	158005645	30	6	209432464	209432464	33	6	0	0	28	4	0	0	34	6
Tezoatlán de Segura y Luna	109637	109637	9	2	114689	114689	15	2	235053	235053	5	1	639648	639648	3	0	923270	923270	6	0	1137278	1137278	7	0	1193502	1193502	3	1	1768990	1768990	11	3	2832505	2832505	8	1	2892815	2892815	7	2	3995043	3995043	4	0	5077673	5077673	2	0	7285213	7285213	5	2	4705822	4705822	5	0	2205449	2205449	6	4	6442187	6442187	5	1	0	0	8	0	27553583	27553583	0	0	0	0	7	2	0	0	6	1	0	0	9	1
Tezonapa	907887	907887	9	8	894934	894934	21	7	1517707	1517707	14	5	2076415	2076415	18	8	4646534	4646534	25	6	2974829	2974829	32	9	3839346	3839346	18	4	4697815	4697815	25	9	7621308	7621308	28	10	7795691	7795691	26	4	9423108	9423108	26	7	52603485	52603485	32	3	63615804	63615804	35	2	52550000	52550000	18	4	58919162	58919162	10	0	73988409	73988409	14	1	80157227	80157227	18	5	93651928	93651928	23	3	106403854	106403854	18	4	121408774	121408774	39	5	110894021	110894021	21	3
Tezontepec de Aldama	737947	737947	9	2	1119860	1119860	9	1	1918323	1918323	8	2	2563600	2563600	23	3	2272459	2272459	24	4	3260812	3260812	16	5	4537562	4537562	17	0	6163159	6163159	15	2	14056163	14056163	17	2	20825993	20825993	20	1	24729818	24729818	24	2	29245554	29245554	22	1	26067860	26067860	21	3	30864306	30864306	20	2	31113432	31113432	22	2	34832077	34832077	31	8	40927191	40927191	20	2	54749580	54749580	22	1	75332199	75332199	24	0	66900974	66900974	28	1	73249017	73249017	20	2
Tezoyuca	1476499	1476499	9	13	1756278	1756278	35	1	2537227	2537227	22	17	4052700	4052700	10	7	4477704	4477704	12	5	4561122	4561122	11	4	7898757	7898757	8	3	8812300	8812300	7	0	12162035	12162035	4	3	17356593	17356593	8	3	7953858	7953858	7	5	26514644	26514644	8	5	30667951	30667951	5	3	27972790	27972790	12	7	32806857	32806857	8	1	30549861	30549861	5	1	41715101	41715101	12	6	55399792	55399792	15	3	63366858	63366858	10	1	81116561	81116561	6	1	62594000	62594000	11	4
Tianguismanalco	303450	303450	9	5	419759	419759	28	0	590614	590614	31	5	598870	598870	2	0	859245	859245	1	0	1218814	1218814	3	1	2124303	2124303	1	0	2704254	2704254	4	0	3374330	3374330	3	0	3678581	3678581	6	1	5829218	5829218	4	0	11738436	11738436	6	1	15149168	15149168	3	0	22201418	22201418	1	0	15915197	15915197	3	2	16395666	16395666	6	3	21780365	21780365	3	1	25619552	25619552	3	0	24535025	24535025	6	2	25794154	25794154	1	0	0	0	4	1
Tianguistenco	4698817	4698817	9	0	6754351	6754351	0	15	5756580	5756580	1	1	10558692	10558692	32	15	8995662	8995662	23	9	12642946	12642946	29	14	11499948	11499948	24	10	30471031	30471031	34	11	35166311	35166311	44	12	50660740	50660740	29	11	50093200	50093200	35	9	76129197	76129197	17	8	76558203	76558203	39	11	87773911	87773911	25	10	100014446	100014446	41	9	133544257	133544257	33	7	148377189	148377189	25	6	156155469	156155469	23	1	238550840	238550840	23	2	254015912	254015912	20	2	165920250	165920250	25	2
Tianguistengo	601586	601586	9	0	923485	923485	0	2	1627760	1627760	2	0	1978722	1978722	4	0	2136650	2136650	4	0	0	0	5	3	3099767	3099767	1	0	5296465	5296465	6	2	15903507	15903507	3	0	17947980	17947980	6	2	19410565	19410565	3	0	24001307	24001307	6	0	25580352	25580352	1	0	21659913	21659913	4	0	24216575	24216575	4	0	23150355	23150355	4	0	30249893	30249893	1	0	42243790	42243790	3	0	56106737	56106737	3	0	51992714	51992714	3	1	52604196	52604196	2	0
Ticul	1114119	1114119	9	1	1237733	1237733	4	0	1694375	1694375	4	1	2016487	2016487	9	0	3643525	3643525	13	0	0	0	6	0	5492789	5492789	9	1	7495824	7495824	7	1	9023609	9023609	11	0	10298208	10298208	20	0	13505563	13505563	15	2	10230244	10230244	10	0	32233447	32233447	15	3	25848794	25848794	15	0	37062461	37062461	10	0	42542665	42542665	11	1	52425728	52425728	14	1	59452561	59452561	12	1	70327790	70327790	5	0	74275098	74275098	18	1	77737252	77737252	23	2
Tierra Blanca	595587	595587	9	1	1026349	1026349	6	17	1358740	1358740	5	2	1534224	1534224	35	12	2234963	2234963	52	13	3116017	3116017	32	4	4165565	4165565	38	8	7400000	7400000	36	10	22836618	22836618	48	13	37942348	37942348	36	6	47088262	47088262	47	12	48363160	48363160	43	6	44554632	44554632	51	4	44035011	44035011	35	5	32519705	32519705	37	7	35611200	35611200	45	11	43696048	43696048	43	5	47038718	47038718	63	9	57869010	57869010	58	6	50704288	50704288	70	10	71055560	71055560	41	4
Tierra Blanca	1940504	1940504	9	1	2708074	2708074	2	17	3643120	3643120	4	0	4699730	4699730	35	12	10490217	10490217	52	13	7853294	7853294	32	4	14480834	14480834	38	8	18140257	18140257	36	10	24393844	24393844	48	13	0	0	36	6	48454195	48454195	47	12	88983564	88983564	43	6	99936220	99936220	51	4	98737146	98737146	35	5	112593341	112593341	37	7	117913796	117913796	45	11	136786226	136786226	43	5	148657681	148657681	63	9	239557756	239557756	58	6	205555444	205555444	70	10	208676364	208676364	41	4
Tierra Nueva	998646	998646	9	1	785797	785797	2	0	1407452	1407452	8	0	1715396	1715396	0	0	2096715	2096715	9	0	2697589	2697589	3	0	3490492	3490492	9	1	4157699	4157699	3	1	5182971	5182971	8	2	10671386	10671386	6	0	12946133	12946133	5	0	11971042	11971042	4	0	12268723	12268723	5	1	15038903	15038903	5	0	14136122	14136122	7	1	17090669	17090669	3	0	20605030	20605030	5	0	23147878	23147878	6	1	24947652	24947652	16	2	26952709	26952709	7	1	30668063	30668063	6	0
Tihuatlán	1958962	1958962	9	5	1759433	1759433	8	15	3123196	3123196	9	5	4019042	4019042	43	7	4220483	4220483	47	13	5169158	5169158	42	6	6906147	6906147	41	10	8693413	8693413	34	7	10596189	10596189	44	10	14227501	14227501	48	14	18827840	18827840	31	4	59366214	59366214	36	7	83843038	83843038	38	6	70410000	70410000	39	5	80998272	80998272	42	5	92927680	92927680	47	6	126463762	126463762	34	2	122062552	122062552	36	10	169411496	169411496	41	5	166385520	166385520	70	9	153012967	153012967	64	6
Tijuana	170890176	170890176	9	7	217256837	217256837	5	163	264527724	264527724	10	5	374865294	374865294	648	161	323543141	323543141	635	161	409106068	409106068	773	194	488721920	488721920	794	195	655175864	655175864	850	182	979819933	979819933	952	308	1184378578	1184378578	986	341	1392606747	1392606747	964	234	1619426717	1619426717	885	199	1887788203	1887788203	813	241	2289777473	2289777473	960	255	2376979337	2376979337	972	272	2787316234	2787316234	1024	244	3134556454	3134556454	1004	271	3166882520	3166882520	973	206	3647780667	3647780667	1365	726	4097390719	4097390719	1732	1083	5975257374	5975257374	1829	1243
Tila	1602074	1602074	9	2	2020900	2020900	13	0	1956575	1956575	6	2	3263238	3263238	11	2	3382257	3382257	20	0	3424567	3424567	33	6	4855168	4855168	39	17	6107343	6107343	28	4	10061379	10061379	31	3	10863742	10863742	29	7	14719084	14719084	36	11	0	0	20	3	84222132	84222132	35	6	98290003	98290003	30	4	115556646	115556646	15	2	0	0	52	7	168234439	168234439	35	7	178607043	178607043	12	0	191755829	191755829	35	4	255603835	255603835	44	7	215215112	215215112	39	0
Tilapa	208545	208545	9	2	367391	367391	3	1	652752	652752	1	1	476033	476033	1	0	850200	850200	5	0	1040053	1040053	2	0	1534542	1534542	3	1	1905943	1905943	8	2	2143058	2143058	8	5	2457563	2457563	6	3	3576001	3576001	3	1	0	0	1	0	5719749	5719749	2	1	7263435	7263435	5	2	8118660	8118660	1	0	8965160	8965160	6	1	12700766	12700766	4	1	11093078	11093078	4	0	12709302	12709302	5	0	0	0	2	1	0	0	5	1
Timilpan	1567865	1567865	9	3	1432525	1432525	5	3	2163565	2163565	12	3	2459000	2459000	7	2	4205865	4205865	5	0	4639965	4639965	6	6	6007689	6007689	8	6	7927355	7927355	11	5	11603535	11603535	10	4	14798905	14798905	8	6	18942025	18942025	12	5	23145556	23145556	6	2	25878500	25878500	8	1	32942026	32942026	12	2	31172391	31172391	12	2	38248567	38248567	13	2	51997066	51997066	14	2	65624324	65624324	8	1	73571348	73571348	5	0	79164799	79164799	8	1	82408300	82408300	6	0
Timucuy	270946	270946	9	0	339717	339717	3	0	447110	447110	2	0	471712	471712	1	0	768111	768111	2	0	903205	903205	4	0	1325440	1325440	0	0	1928535	1928535	2	0	2786094	2786094	4	0	2805260	2805260	1	1	0	0	3	0	2121798	2121798	2	0	8379174	8379174	1	0	9259409	9259409	2	1	9904221	9904221	3	0	10852979	10852979	2	0	12784659	12784659	4	0	13285608	13285608	7	2	16009807	16009807	5	0	16415034	16415034	3	0	17903283	17903283	4	0
Tingambato	527121	527121	9	1	767442	767442	16	1	949264	949264	35	9	1013017	1013017	10	4	1336095	1336095	2	1	1518401	1518401	6	0	2117585	2117585	7	2	3067412	3067412	12	1	4807348	4807348	3	1	9815383	9815383	5	1	11077461	11077461	7	0	10151139	10151139	8	3	13373090	13373090	7	2	15737476	15737476	6	1	18211056	18211056	7	0	18176299	18176299	14	2	20882171	20882171	8	0	21953918	21953918	9	0	24863924	24863924	5	0	31021069	31021069	9	1	34902640	34902640	2	0
Tingüindín	538694	538694	9	0	861476	861476	4	3	1269917	1269917	4	0	1203780	1203780	10	4	1406703	1406703	11	3	2102407	2102407	20	8	2750264	2750264	8	2	3870348	3870348	13	6	7594489	7594489	6	3	10870597	10870597	9	1	12346760	12346760	4	0	16986120	16986120	10	2	14753205	14753205	5	0	19262352	19262352	6	1	21979736	21979736	5	0	21307088	21307088	5	0	26941782	26941782	14	3	29731218	29731218	8	0	33785266	33785266	7	1	39684435	39684435	13	2	36285308	36285308	5	0
Tinum	583833	583833	9	0	354311	354311	2	0	606993	606993	0	0	634054	634054	4	1	1113527	1113527	2	0	0	0	1	0	1798675	1798675	1	0	2270383	2270383	2	0	2836076	2836076	5	0	3793664	3793664	5	1	5232345	5232345	7	0	0	0	3	0	0	0	7	0	0	0	3	1	0	0	6	0	14931321	14931321	6	0	17762434	17762434	4	0	19352661	19352661	5	1	23441451	23441451	3	0	23203533	23203533	5	0	30106402	30106402	3	1
Tiquicheo de Nicolás Romero	1073947	1073947	9	3	1532693	1532693	5	8	2360307	2360307	8	1	2396034	2396034	8	5	2999659	2999659	15	12	3576045	3576045	33	29	4404925	4404925	18	17	5997361	5997361	25	19	13768865	13768865	14	9	0	0	15	6	24304152	24304152	14	6	29630573	29630573	7	4	32853674	32853674	14	7	37316654	37316654	19	11	42493609	42493609	20	10	37626393	37626393	22	4	48926801	48926801	11	6	0	0	12	1	56740366	56740366	11	10	61702280	61702280	20	9	0	0	17	4
Tixcacalcupul	247317	247317	9	0	299855	299855	8	0	355124	355124	7	0	426656	426656	3	0	654758	654758	3	0	862128	862128	2	0	1155367	1155367	2	0	1666889	1666889	1	0	2079869	2079869	0	0	2749247	2749247	4	1	0	0	2	0	1905704	1905704	2	1	8782487	8782487	0	0	9705946	9705946	1	0	11020964	11020964	3	0	11658970	11658970	2	0	13818636	13818636	2	0	14868962	14868962	2	0	17505309	17505309	0	0	18421072	18421072	1	0	20758325	20758325	1	0
Tixkokob	574686	574686	9	58	707651	707651	235	0	392726	392726	247	88	1042260	1042260	5	0	1550720	1550720	5	0	0	0	9	1	2509599	2509599	4	1	3577560	3577560	3	1	4434018	4434018	5	0	0	0	4	0	0	0	2	0	0	0	7	0	15777957	15777957	6	0	18374130	18374130	5	0	18476320	18476320	3	1	20371249	20371249	9	1	23501500	23501500	6	0	25161959	25161959	10	0	34606643	34606643	7	0	42507322	42507322	14	1	33457305	33457305	6	0
Tixmehuac	230599	230599	9	0	300088	300088	0	0	225683	225683	0	0	372544	372544	2	0	590384	590384	0	0	0	0	2	0	1066056	1066056	0	0	1522450	1522450	2	0	1795574	1795574	3	0	2368514	2368514	2	0	3400576	3400576	1	0	1719187	1719187	2	0	6808935	6808935	2	0	7780319	7780319	1	0	8399377	8399377	0	0	9214516	9214516	3	0	12617079	12617079	2	0	11482482	11482482	3	1	13551080	13551080	0	0	13918812	13918812	3	0	16978710	16978710	3	0
Tixpéhual	277864	277864	9	11	380397	380397	33	0	214341	214341	39	24	401617	401617	2	0	758663	758663	1	0	964160	964160	2	0	1231651	1231651	0	0	1618328	1618328	0	0	2046549	2046549	1	0	2661137	2661137	6	0	3707746	3707746	1	0	2115060	2115060	1	0	7072573	7072573	5	0	8044713	8044713	2	0	8214157	8214157	3	0	8686338	8686338	4	0	11196795	11196795	3	0	12456668	12456668	5	0	14076116	14076116	4	1	19050857	19050857	2	0	16573103	16573103	0	0
Tixtla de Guerrero	966406	966406	9	3	1642890	1642890	18	2	1807180	1807180	17	4	3444200	3444200	24	10	5157186	5157186	20	8	6527951	6527951	19	9	10953910	10953910	19	7	5949192	5949192	28	10	13273834	13273834	32	9	0	0	18	4	26594345	26594345	31	9	33473028	33473028	24	4	35217631	35217631	17	1	43083936	43083936	16	4	47293354	47293354	26	3	44644641	44644641	18	1	57938607	57938607	16	3	64887657	64887657	20	1	72739296	72739296	28	4	89896150	89896150	32	6	93117423	93117423	29	6
